"Bus,""No"",""Time"",""State"",""ID (hex)"",""DLC"",""Data (hex)"",""ASCII"""
"USB-to-CAN V2 compact  CAN-1,""1 193"",""15:35:58.452"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 194"",""15:35:58.455"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 195"",""15:35:58.456"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 196"",""15:35:58.460"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 197"",""15:35:58.468"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 198"",""15:35:58.470"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 199"",""15:35:58.470"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 200"",""15:35:58.472"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 201"",""15:35:58.476"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 202"",""15:35:58.488"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 203"",""15:35:58.490"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 204"",""15:35:58.492"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 205"",""15:35:58.495"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 206"",""15:35:58.496"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 207"",""15:35:58.497"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 208"",""15:35:58.498"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 209"",""15:35:58.500"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 210"",""15:35:58.505"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 211"",""15:35:58.508"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 212"",""15:35:58.510"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 213"",""15:35:58.512"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 214"",""15:35:58.516"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 215"",""15:35:58.525"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 216"",""15:35:58.526"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 217"",""15:35:58.528"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 218"",""15:35:58.532"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 219"",""15:35:58.536"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 220"",""15:35:58.540"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 221"",""15:35:58.545"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 222"",""15:35:58.548"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 223"",""15:35:58.550"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 224"",""15:35:58.552"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 225"",""15:35:58.552"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 226"",""15:35:58.555"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 227"",""15:35:58.556"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 228"",""15:35:58.560"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 229"",""15:35:58.568"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 230"",""15:35:58.572"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 231"",""15:35:58.576"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 232"",""15:35:58.579"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 233"",""15:35:58.580"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 234"",""15:35:58.588"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 235"",""15:35:58.590"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 236"",""15:35:58.592"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 237"",""15:35:58.595"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 238"",""15:35:58.596"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 239"",""15:35:58.600"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 240"",""15:35:58.605"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 241"",""15:35:58.608"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 242"",""15:35:58.609"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 243"",""15:35:58.610"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 244"",""15:35:58.612"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 245"",""15:35:58.616"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 246"",""15:35:58.620"",""  E   "",""18FEEF00"",""8"",""02 FF FF 00 FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 247"",""15:35:58.628"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 248"",""15:35:58.632"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 249"",""15:35:58.635"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 250"",""15:35:58.636"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 251"",""15:35:58.636"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 252"",""15:35:58.640"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 253"",""15:35:58.645"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 254"",""15:35:58.648"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 255"",""15:35:58.650"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 256"",""15:35:58.652"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 257"",""15:35:58.655"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 258"",""15:35:58.656"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 259"",""15:35:58.660"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 260"",""15:35:58.662"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 261"",""15:35:58.663"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 262"",""15:35:58.668"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 263"",""15:35:58.672"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 264"",""15:35:58.676"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 265"",""15:35:58.688"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 266"",""15:35:58.690"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 267"",""15:35:58.691"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 268"",""15:35:58.691"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 269"",""15:35:58.692"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 270"",""15:35:58.695"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 271"",""15:35:58.696"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 272"",""15:35:58.700"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 273"",""15:35:58.705"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 274"",""15:35:58.708"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 275"",""15:35:58.710"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 276"",""15:35:58.712"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 277"",""15:35:58.716"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 278"",""15:35:58.719"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 279"",""15:35:58.719"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 280"",""15:35:58.728"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 281"",""15:35:58.732"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 282"",""15:35:58.736"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 283"",""15:35:58.740"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 284"",""15:35:58.745"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 285"",""15:35:58.746"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 286"",""15:35:58.746"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 287"",""15:35:58.748"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 288"",""15:35:58.750"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 289"",""15:35:58.752"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 290"",""15:35:58.755"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 291"",""15:35:58.756"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 292"",""15:35:58.760"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 293"",""15:35:58.768"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 294"",""15:35:58.772"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 295"",""15:35:58.773"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 296"",""15:35:58.776"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 297"",""15:35:58.788"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 298"",""15:35:58.790"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 299"",""15:35:58.792"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 300"",""15:35:58.795"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 301"",""15:35:58.796"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 302"",""15:35:58.800"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 303"",""15:35:58.800"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 304"",""15:35:58.801"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 305"",""15:35:58.805"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 306"",""15:35:58.808"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 307"",""15:35:58.810"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 308"",""15:35:58.812"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 309"",""15:35:58.816"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 310"",""15:35:58.826"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 311"",""15:35:58.827"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 312"",""15:35:58.828"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 313"",""15:35:58.832"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 314"",""15:35:58.836"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 315"",""15:35:58.840"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 316"",""15:35:58.845"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 317"",""15:35:58.848"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 318"",""15:35:58.850"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 319"",""15:35:58.852"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 320"",""15:35:58.853"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 321"",""15:35:58.854"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 322"",""15:35:58.855"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 323"",""15:35:58.856"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 324"",""15:35:58.860"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 325"",""15:35:58.865"",""  E   "",""18FECA00"",""8"",""03 FF 00 00 00 00 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 326"",""15:35:58.868"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 327"",""15:35:58.870"",""  E   "",""18FEEE00"",""8"",""79 49 FF FF FF FF FF FF"",""yI......"""
"USB-to-CAN V2 compact  CAN-1,""1 328"",""15:35:58.872"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 329"",""15:35:58.876"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 330"",""15:35:58.880"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 331"",""15:35:58.880"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 332"",""15:35:58.888"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 333"",""15:35:58.890"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 334"",""15:35:58.892"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 335"",""15:35:58.895"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 336"",""15:35:58.896"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 337"",""15:35:58.897"",""  E   "",""18EA0017"",""3"",""E5 FE 00"",""..."""
"USB-to-CAN V2 compact  CAN-1,""1 338"",""15:35:58.900"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 339"",""15:35:58.905"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 340"",""15:35:58.907"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 341"",""15:35:58.908"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 342"",""15:35:58.908"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 343"",""15:35:58.910"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 344"",""15:35:58.912"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 345"",""15:35:58.915"",""  E   "",""18FEF500"",""8"",""C3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 346"",""15:35:58.916"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 347"",""15:35:58.928"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 348"",""15:35:58.932"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 349"",""15:35:58.935"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 350"",""15:35:58.936"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 351"",""15:35:58.936"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 352"",""15:35:58.940"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 353"",""15:35:58.945"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 354"",""15:35:58.948"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 355"",""15:35:58.950"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 356"",""15:35:58.952"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 357"",""15:35:58.955"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 358"",""15:35:58.956"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 359"",""15:35:58.960"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 360"",""15:35:58.962"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 361"",""15:35:58.962"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 362"",""15:35:58.968"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 363"",""15:35:58.972"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 364"",""15:35:58.976"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 365"",""15:35:58.988"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
